,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
11464,GREEN ENERGY OPTIONS,UNITED KINGDOM,TECHNOLOGY,2006,,34,65,HTTPS://WWW.GEOTOGETHER.COM,,189887
11465,GREEN FUTURE FOOD HYDROCOLLOID MARINE SCIENCE COMPANY LTD,HONG KONG,,,,,1052,,MR KAM CHUNG CHAN,63244
11466,GREEN HYDROGEN SYSTEMS A S,DENMARK,,,,,187,,,65072
11467,GREEN IT OU,ESTONIA,ENERGY,2016,,1925566,3,HTTP://WWW.GREENTEAMSRL.COM,,116278
11468,GREEN LANDSCAPING GROUP AB,SWEDEN,,,,,1600,,MR JOHAN NORDSTROM,191320
11469,GREEN NETWORK SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,2003,,,,,,398524
11470,GREEN ORGANIC DUTCHMAN HOLDINGS LTD,CANADA,,,,,,,MR SEAN BOVINGDON,219066
11471,GREEN PARK HOTELS,INDIA,HOSPITALITY,1991,,,,,,124482
11472,GREEN PLAINS,USA,BIOFUEL RENEWABLE ENERGY,2014,1890000000,2827000,859,HTTPS://GPREINC.COM/,,168544
11473,GREEN POWER INTERNATIONAL,INDIA,OIL GAS,2002,,,,,,32460
11474,GREEN RESOURCES PUBLIC COMPANY LTD,THAILAND,,,,,194,,MR PIPAT VIRIYAMETTAKUL,390141
11475,GREEN RIVER HOLDING CO LTD,THAILAND,CONSTRUCTION,1992,9090000000,79271000000,86251,HTTP://WWW.GREENLANDSC.COM/,MR TENG SHIH HUANG,299848
11476,GREEN THUMB INDUSTRIES,USA,CANNABIS,2013,3060000000,1000000000,4000,,,339946
11477,GREENALIA SA,SPAIN,,,,,108,,MR MANUEL GARCIA PARDO,29988
11478,GREENBRIER COMPANIES INC THE,UNITED STATES,,,,,,,,283004
11479,GREENBROOK TMS INC,CANADA,,,,,408,,MR WILLIAM P LEONARD,544608
11480,GREENCELL LIMITED,UNITED KINGDOM,,,,,,,,181511
11481,GREENCOAT RENEWABLES,IRELAND,,2017,1373000000,80000000,12955,HTTPS://WWW.GREENCOAT-RENEWABLES.COM/,MR PATRICK F COVENEY B COM B COMM D PHIL DPHIL M PHIL,221490
11482,GREENCOAT UK WIND,UK,ASSET MANAGEMENT,2012,4459000000,561000000,,HTTPS://WWW.GREENCOAT-UKWIND.COM/,,355002
11483,GREENDONKEY,GERMANY,ECOMMERCE,2011,1130000000,3,11,HTTPS://WWW.RADZENTRUM-NAGOLD.DE,MR RUDIMAR DALL ONDER,
11484,GREENDOT HEALTH FOODS,INDIA,FMCG,2009,500000000,,1900,,MR SAURABH MITTAL B COM,482948
11485,GREENE CONCEPTS,USA,BEVERAGES,,3210000,,,,,203135
11486,GREENFLUX ASSETS,NETHERLANDS,TECHNOLOGY,2012,,10630657,49,HTTPS://WWW.GREENFLUX.COM,,333308
11487,GREENHILL CO CAREERS,NEW YORK,INVESTMENT BANKING,1999,,,350,WWW.GREENHILL.COM,,388406
11488,GREENKO GROUP,INDIA,POWER,2004,510000000,,,,,403711
11489,GREENLAND MINERALS LIMITED,AUSTRALIA,,,,,,,,306252
11490,GREENLIGHT PLANET,UNITED STATES,POWER,2008,,,,,,256921
11491,GREENLIGHT REINSURANCE,CAYMAN ISLANDS,INSURANCE,,300000000,,,,,256921
11492,GREENPLY,INDIA,FURNITURE FURNISHING,1984,230000000,518000000,792,HTTPS://WWW.GREENSILL.COM/,,
11493,GREENPOINT GLOBAL,UNITED STATES,IT SERVICES CONSULTING,2001,,,,,,241346
11494,GREENSTORM MOBILITY,AUSTRIA,ECOMMERCE,2014,,10,60,HTTPS://BUSINESS.GREENSTORM.EU,,257285
11495,GREENTOWN CHINA HOLDINGS,CHINA,CONSTRUCTION,1995,4249000000,15700000000,8081,HTTP://WWW.GREENTOWNCHINA.COM/EN/,JIA FENG GUO,93825
11496,GREENTOWN MANAGEMENT HOLDINGS COMPANY LIMITED,CHINA,REAL ESTATE,,,1829000,,HTTPS://WWW.LCGLJT.COM/,,245834
11497,GREENWICH LIFESCIENCES,USA,PHARMACEUTICALS BIOTECH,1877,220000000,5556000000,16000,HTTPS://WWW.GREIF.COM,,80073
11498,GREENYARD NV,BELGIUM,,,,,9000,,MR HEIN DEPREZ,542967
11499,GREET TECHNOLOGIES,INDIA,RECRUITMENT,1991,,,,,,475261
11500,GREETINGSFROMKASPARO 11150085,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA MEHAANIKA TN,SPECIALISED DESIGN ACTIVITIES,,,,,,,
11501,GREGGS,UNITED KINGDOM,RETAIL FOOD,1939,3290000000,1631000,19000,HTTPS://WWW.GREGGS.CO.UK/,,148301
11502,GREICO CONSTRUCCI N Y REHABILITACI N,SPAIN,CONSTRUCTION,2011,,6,29,HTTPS://WWW.GREICO.ES/,,190228
11503,GREIF,,MANUFACTURING,,3490000000,6430000000,16000,,,416522
11504,GREINER PACKAGING AS,ESTONIA,,,,,,,,179076
11505,GRENKE AG,GERMANY,RETAIL,2016,2056000000,608000000,1675,HTTPS://WWW.GRENKE.COM/,MR MICHAEL BUCKER,71278
11506,GRENKE LOCAZIONE SRL,ITALY,,,,,,,,412968
11507,GRESHAM HOUSE PLC,UNITED KINGDOM,FICIAL SERVICES,2011,,13,185,HTTPS://WWW.GRIFFINMARKETS.COM,MR ANTHONY L DALWOOD CFA,286456
11508,GRETSCH UNITAS GMBH,DITZINGEN,TECHNOLOGY,1907,,590,1650,WWW.G-U.COM,,387792
11509,GREY ORANGE,INDIA,IT SERVICES CONSULTING,2011,,,,,,314057
11510,GREYSON CONSULTING,SLOVAKIA,MANAGEMENT CONSULTING,2007,,10,161,HTTPS://WWW.GREYSON.EU,,334373
11511,GREYSPACEO 16481846,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA SEEBI TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,,
11512,GREYTIP SOFTWARE,INDIA,SOFTWARE PRODUCT,1994,,,,,,190251
11513,GRG BANKING EQUIPMENT,CHINA,,,4631000000,987000000,954,HTTPS://WWW.GRGBANKING.COM/CN/,,144830
11514,GRID DYNAMICS,USA,TECH ITSERVICES PROFESSIONALSERVICES,2006,900000000,290000000,3763,HTTPS://WWW.GRIDDYNAMICS.COM/,,266789
11515,GRIDX CAREERS,MILPITAS,COMPUTER SOFTWARE,2010,,,125,WWW.GRIDX.COM,,460568
11516,GRIE ON DE BEUKELAER GMBH CO KG,POLCH,FOODS AND BEVERAGES,1924,,585,2052,WWW.GRIE ON-DEBEUKELAER.DE,,169523
11517,GRIEG SEAFOOD ASA,NORWAY,,,1063000000,473000000,,HTTPS://WWW.GRIEGSEAFOOD.NO/EN/,,258855
11518,GRIEP BAULOGISTIK,GERMANY,CONSTRUCTION,2012,,16,63,HTTPS://WWW.GRIEP-BAULOGISTIK.DE/,,118518
11519,GRIFAL S P A,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1973,,,153,,MR FABIO ANGELO GRITTI,355425
11520,GRIFFIN MINING LIMITED,UNITED KINGDOM,RESTAURANTS,2011,,12,435,HTTPS://GRIND.CO.UK/,,75306
11521,GRIFFON CORPORATION,USA,CONGLOMERATE,,2050000000,2270000000,6700,HTTP://WWW.GRIFFON.COM/,,124778
11522,GRIFOLS,SPAIN,HEALTHCARE,1940,6630000000,5436000000,23668,HTTPS://WWW.GRIFOLS.COM,VICTOR GRIFOLS DEU RAIMON GRIFOLS ROURA,
11523,GRILL AUTOSERVICE,GERMANY,AUTOMOBILES,2017,,18141216,26,,,100777
11524,GRILLF RST,GERMANY,RETAIL,2010,,38599408,84,,,40835
11525,GRILLO WERKE AG,DUISBURG,INDUSTRIAL MANUFACTURING,1842,,884,1423,WWW.GRILLO.DE,,300969
11526,GRIMALDI GROUP,PALERMO,CONSUMER SERVICES,1947,,,,,,378910
11527,GRIMALDI INDUSTRI,STOCKHOLM,,1970,,,,,,405778
11528,GRIMOLDI SA,ARGENTINA,,,,,,,,29988
11529,GRINDEKS,RIGA,PHARMACEUTICALS,1991,930000000,,,,,
11530,GRINDROD LTD,SOUTH AFRICA,,,,,,,MR ANDREW GEARD WALLER C A CA SA,348748
11531,GRINDROD SHIPPING,SINGAPORE,TRANSPORTATION MARITIME TRANSPORTATION,,260000000,,699,,MR MARTYN RICHARD WADE,348748
11532,GRINDWELL NORTON,INDIA,INDUSTRIAL MACHINERY,1941,2640000000,252000000,3973,HTTPS://WWW.GRINDWELLNORTON.CO.IN/,,255281
11533,GRINM ADVANCED MATERIALS,CHINA,,,1995000000,,2138,HTTP://WWW.GRIAM.CN/INDEX_EN,,233223
11534,GRINO ECOLOGIC SA,SPAIN,,,,,335,,,50372
11535,GRITSTONE BIO,USA,PHARMACEUTICALS BIOTECH,,280000000,,,,,86331
11536,GRIVAA CAPITAL,INDIA,FICIAL SERVICES,2015,,,,,,164958
11537,GRIVEL,COURMAYEUR,RECREATIONAL PRODUCTS,1818,,,,,,7194
11538,GRIZZLY NEW MARKETING,NETHERLANDS,SALES MARKETING,2001,,6,91,HTTPS://WWW.GRIZZLYMARKETING.NL/,,292079
11539,GROB WERKE BURKHART GROB E K,MINDELHEIM,INDUSTRIAL MANUFACTURING,1926,,1717,6600,WWW.GROBGROUP.COM,,370620
11540,GROCERY OUTLET,USA,ENTERTAINMENT MEDIA PRESS TECH INTERNET,1946,2780000000,3079000,946,HTTPS://GROCERYOUTLET.COM/,,225343
11541,GROHE,GERMANY,ARCHITECTURE INTERIOR DESIGN,1936,,42,55,HTTP://GRO-W.JP/,,537221
11542,GROLSCH BREWERY,ENSCHEDE,BREWERS,1615,,,,,,352905
11543,GROMAX AGRI EQUIPMENT,INDIA,AUTOMOBILE,1960,,,,,,112321
11544,GROSVENOR CAPITAL MANAGEMENT,USA,ASSET MANAGEMENT INVESTMENT,,1540000000,,,,,281509
11545,GROUNDS REAL ESTATE DEVELOPMENT AG THE,GERMANY,,,,,12,,,367226
11546,GROUP 1 AUTOMOTIVE,UNITED STATES,RETAILING,1995,2840000000,15410000000,13711,,EARL JULIUS HESTERBERG,274650
11547,GROUP JOOS,TURNHOUT,PUBLISHING,1935,250000000,670000000,16,HTTPS://WWW.GROUPM.COM/,MR LEON LUCIDE,188308
11548,GROUP OF COMPANIES SEGEZHA PUBLIC JOINT STOCK COMPANY,RUSSIA,,,,,,,MR MIKHAIL VALERYEVICH SHAMOLIN,86479
11549,GROUP TEN METALS INC,CANADA,,,,,,,MR MICHAEL VICTOR ROWLEY B SC BSC RPBIO,39764
11550,GROUP UP INDUSTRIAL CO LTD,TAIWAN,,,,,,,MR AN SHUN CHEN,212799
11551,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,ITALY,FICE INSURANCE AND REAL ESTATE,1929,,,,,,427793
11552,GROUPE BPCE,PARIS,BANKS,2009,5630000000,9120000000,7356,,MR CLAUDE GUEDJ,491347
11553,GROUPE BRUXELLES LAMBERT,BRUSSELS,DIVERSIFIED INDUSTRIALS,1902,16677000000,8495000,59000,HTTPS://WWW.GBL.BE/EN,IAN GALLIENNE,345909
11554,GROUPE BUILDERS AND PARTNERS,FRANCE,PROPERTY,2010,2960000000,16,117,HTTPS://WWW.GROUPEBUILDERS.COM,MR RAPHA L GORG,491347
11555,GROUPE CASINO,SAINT TIENNE,BROADLINE RETAILER,1898,,,,,,325761
11556,GROUPE EZDO LA BOULANGERIE DES GOURMETS,FRANCE,AGRICULTURAL COMMODITIES,2013,4640000000,40777823,15,,,124270
11557,GROUPE LAGARD RE,FRANCE,MEDIA PRESS ENTERTAINMENT,,3170000000,5850000000,270,,,320473
11558,GROUPE MINOTERIES SA,SWITZERLAND,,,,,186,,PASCAL KAKUZNY,491347
11559,GROUPE MISTER MENUISERIE,FRANCE,ECOMMERCE,2010,5230000000,68009314,227,,MR HENRI MOREL,491347
11560,GROUPE N A T,FRANCE,SUPPORT SERVICES,2016,,4180122,64,HTTPS://WWW.QUANTEAM.FR,,491347
11561,GROUPE PERSPECTIVE,FRANCE,EDUCATION,2013,,2709000,18,,,491347
11562,GROUPE PROMO GERIM,FRANCE,PROPERTY,1983,,102745000,50,HTTPS://PROMOGERIM.FR/,,491347
11563,GROUPE PSA ITALIA SPA,ITALY,RETAIL TRADE,1969,,,,,,81612
11564,GROUPM MEDIA,UNITED STATES,MARKETING ADVERTISING,2003,,,,,,325174
11565,GROVE COLLABORATIVE,USA,RETAIL E COMMERCE INTERNET,2012,88300000,,499,HTTPS://WWW.GROVE.CO/HOME,,77773
11566,GROVER GROUP,GERMANY,ECOMMERCE,2015,,14934485,103,HTTPS://WWW.GROVER.COM,,521671
11567,GROW FINANCE,AUSTRALIA,FINTECH,2016,,15,52,HTTPS://WWW.GROW.COM.AU/,,33002
11568,GROWEL SOFTECH,INDIA,IT SERVICES CONSULTING,1999,,,,,,517810
11569,GROWENS S P A,ITALY,TECNOLOGIA,,,,63701,,,355425
11570,GROWN UP GROUP INVESTMENT HOLDINGS LTD,HONG KONG,,,,,410,,MS YA LAI SHUT,245834
11571,GROWTHPOINT PROPERTIES,SOUTH AFRICA,REAL ESTATE INVESTMENT REIT,1987,2990000000,828000000,33,HTTPS://GROWTHPOINT.CO.ZA/,MR LEON NORBERT SASSE B COM CA SA,405383
11572,GROWTHSPARTANO 12968037,,,,,,,,,
11573,GROZ BECKERT ASIA,GERMANY,FASHION TEXTILE,1852,,855,9282,WWW.GROZ-BECKERT.COM,,36786
11574,GROZ ENGINEERING TOOLS,INDIA,INDUSTRIAL MACHINERY,1976,,,,,,259690
11575,GRP,INDIA,AUTO COMPONENTS,1974,,,,,,477643
11576,GRT JEWELLERS,INDIA,JEWELLERY,1964,,,,,,272813
11577,GRUBER GMBH CO K G,MULDENSTRASSE LUDWIGSHAFENAM RHEIN GERMANY,,,,,,,,235291
11578,GRUBHUB,USA,,2004,19253000000,1819000,2841,HTTPS://WWW.GRUBHUB.COM/,MR JITSE GROEN,
11579,GRUBHUB CAREERS,NEW YORK,INTERNET,2004,,,3000,WWW.GRUBHUB.COM,,460568
11580,GRUBMARKET,UNITED STATES,E COMMERCE DIRECT TO CONSUMER,2013,1060000000,8600000000,5472,,ZOFIA MARIA PARYLA,
11581,GRUMA,MEXICO,,1949,4779000000,4605000,22492,HTTPS://WWW.GRUMA.COM/EN,MR JUAN ANTONIO GONZALEZ MORENO,
11582,GRUNDFOS,BJERRINGBRO,INDUSTRIAL MACHINERY,1945,,,,,,405144
11583,GRUNDFOS PUMPS,DENMARK,INDUSTRIAL MACHINERY,1945,,,,,,65139
11584,GRUNDIG MOBILE,M LAGA,TELECOMMUNICATIONS EQUIPMENT,2005,,,,,,494301
11585,GRUNER JAHR,HAMBURG,PUBLISHING,1965,,,,,,207536
11586,GRUP FEROVIAR ROM N,BUCHAREST,RAILROADS,2001,,,,,,431048
11587,GRUP MONTANER,SPAIN,SUPPORT SERVICES,2005,7550000000,58,71,HTTPS://WWW.GRUPMONTANER.COM,,431048
11588,GRUPA 5 ARCHITEKCI,POLAND,ARCHITECTURE,1998,1726000000,4,50,HTTP://WWW.GRUPA5.COM.PL/,MR DARIUSZ MA KO,437655
11589,GRUPA AZOTY,TARN W,SPECIALTY CHEMICALS,1927,,,,,,312867
11590,GRUPA ZYWIEC,POLAND,BEVERAGES ALCOHOLIC BEVERAGES,,1140000000,,,,,437655
11591,GRUPE S A B DE C V,MEXICO,AIRPORTS INFRASTRUCTURE,1998,3060000000,438000000,3662,HTTPS://WWW.OMA.AERO,LIC CARLOS BERDEGUE SACRISTAN,20183
11592,GRUPO ACS,SPAIN,ENGINEERING CONSTRUCTION,1997,8160000000,32900000000,122502,HTTP://WWW.CARSO.COM.MX/,FLORENTINO P REZ RODR GUEZ,450227
11593,GRUPO AEROPORTUARIO DEL PAC FICO,,,,8710000000,1210000000,2241,,,207454
11594,GRUPO ANTOLIN,BURGOS,AUTO PARTS,1950,,,,,,460685
11595,GRUPO BAR GALLETA,SPAIN,RESTAURANTS,2014,3670000000,2,73,HTTPS://WWW.BARGALLETA.COM,MR HUGO SERRA CALDERON,200272
11596,GRUPO BIMBO,MEXICO,FOOD DRINK TOBACCO,1945,14139000000,17566000,134458,HTTPS://GRUPOBIMBO.COM/,DANIEL SERVITJE MONTULL,101717
11597,GRUPO CATALANA OCCIDENTE,SPAIN,FICIAL SERVICES,,3850000000,4602000,7587,,,190980
11598,GRUPO CLAR N SA,ARGENTINA,FICE INSURANCE AND REAL ESTATE,1982,2323000000,259000000,4299,,MR PEDRO DE SOUZA ZEMEL,180340
11599,GRUPO COMERCIAL CHEDRAUI,MEXICO,RETAILING,1950,13020000000,9462000,62938,HTTP://GRUPOCHEDRAUI.COM.MX/EN/,MR JOSE ANTONIO CHEDRAUI EGUIA,101717
11600,GRUPO DE INVERSIONES SURAMERICANA S A,COLOMBIA,FICIAL SERVICES,1945,4103000000,5631000,,HTTPS://WWW.GRUPOSURA.COM/,,538726
11601,GRUPO DE MODA SOMA S A,BRAZIL,,,1462000000,,,HTTPS://WWW.SOMAGRUPO.COM.BR/,,538726
11602,GRUPO ELEKTRA,SPAIN,,,12880000000,7910000000,7287,,,153292
11603,GRUPO EMPRESARIAL SAN JOS SA,SPAIN,CONSTRUCTION,2012,,8,3625,HTTPS://WWW.ELITEDISENOS.ES/,MR JACINTO VALENTIN REY GONZALEZ,450227
11604,GRUPO FINANCIERO BANORTE SAB DE CV,SANTAFE,,,22600000000,,8714,,MR JOSE MARCOS RAMIREZ MIGUEL,166141
11605,GRUPO FINANCIERO GALICIA,ARGENTINA,,1905,2845000000,2114000,11441,HTTP://WWW.GFGSA.COM/,DR NORBERTO DANTE ALEJANDRO MATHYS,173453
11606,GRUPO GEA PERONA,MURCIA,OIL GAS DISTRIBUTION,1927,,58422800,806,HTTPS://WWW.GRUPPOGHERON.IT/,,507666
11607,GRUPO JOS DE MELLO,LISBON,,1986,,,,,,82050
11608,GRUPO LO MONACO,GRANADA,FURNISHINGS,1996,36270000000,13850000000,30015,HTTPS://WWW.GMEXICO.COM/,GERMAN LARREA MOTA VELASCO,200272
11609,GRUPO MATEUS S A,BRAZIL,E COMMERCE,1920,2234000000,2997000,46000,HTTPS://WWW.GRUPOMATEUS.COM.BR/,MR ILSON MATEUS RODRIGUES,22182
11610,GRUPO MEXICO SAB DE CV,,,,,,29707,,,153292
11611,GRUPO SECURITY SA,CHILE,,,,,3184,,MR RENATO ARTURO PENAFIEL MUNOZ OLIVARES,180340
11612,GRUPO SUPERVIELLE,ARGENTINA,BANKS FICIAL SERVICES,,320000000,,,,,333177
11613,GRUPPO BERTONE,MILAN,AUTOMOBILES,1912,,,,,,423973
11614,GRUPPO DEL BARBA CONSULTING,ITALY,FICIAL SERVICES,2010,,5855040,37,HTTPS://WWW.GRUPPODELBARBA.COM/,,423973
11615,GRUPPO EUROPEO DI ORTODONZIA S R L,ITALY,SANIT,,,,4401,,,524250
11616,GRUPPO INGEGNERIA GESTIONALE S R L,ITALY,SERVIZI GENERALI,,,,2129,,,78067
11617,GRUPPO RIVA,MILAN,IRON STEEL,1954,,,,,,423973
11618,GRUPPO SOCIETA GAS RIMINI SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1956,,,,,,399374
11619,GRYPHON AUDIO DESIGNS,RY,CONSUMER ELECTRONICS,1985,,,,,,486517
11620,GRYPHON CAPITAL INCOME TRUST,AUSTRALIA,,,,,,,,101145
11621,GS,JAPAN,SUPERMARKET,2014,,4,26,HTTPS://GSC-CORP.JP/,,150163
11622,GS 25,,CONVENIENCE STORE,,,,,,,419295
11623,GS CALTEX,,PETROL GAS STATION,,,,,,,339466
11624,GS ELETTROTECNICA AUTOMAZIONI INDUSTRIALI,ITALY,CONSTRUCTION,2011,,2211186,31,HTTP://WWW.ELETTROTECNICAGS.IT,,150163
11625,GS ENGINEERING,UNITED STATES,ENGINEERING CONSTRUCTION,2001,,,,,,150163
11626,GS ENGINEERING CONSTRUCTION,SOUTH KOREA,ENGINEERING CONSTRUCTION,1969,3256000000,6759000,6672,HTTP://WWW.GS.CO.KR/EN/BRANCH/GS-EC,,45927
11627,GS HOLDINGS,SOUTH KOREA,CONGLOMERATES,1966,,17700000000,61,,CHANG SOO HUH BYUNG YONG LIM,163602
11628,GS LAB,INDIA,IT SERVICES CONSULTING,2003,,,,,,184823
11629,GS SERVICE S R L,ITALY,ENERGIA,2013,,2087000,2087,HTTP://WWW.GS-SERVICE.IT/,,386750
11630,GS SPA,ITALY,RETAIL TRADE,1965,,27,114,HTTPS://WWW.GSH-HOTELS.COM/,,91410
11631,GS VERDE COMMUNICATIONS LIMITED,UNITED KINGDOM,,,,,,,,160284
11632,GS YUASA CORP,JAPAN,,2004,1901000000,3153000,13305,HTTPS://WWW.GS-YUASA.COM/EN/,MR OSAMU MURAO,66542
11633,GSD DENIZCILIK GAYRIMENKUL INSAAT SANAYI VE TICARET A S,TURKEY,,,,,7,,MR EYUP MURAT GEZGIN,507534
11634,GSECL,INDIA,GOVERNMENT,1993,3014000000,1,30,HTTP://WWW.GSIL.KR/,,57574
11635,GSEVEN,TAIWAN,RETAIL,1994,,76,322,HTTPS://WWW.GSEVEN.COM.TW/,,
11636,GSH CORP LTD,SINGAPORE,,,,,2049,,MR GUAN HUI EE,362507
11637,GSH GROUP,UNITED STATES USA,FACILITY MANAGEMENT SERVICES,1895,,,,,,337556
11638,GSK PHARMACEUTICALS,ENGLAND,PHARMA,1830,,,,,,152017
11639,GSK PLC,LONDON,PHARMACEUTICAL BIOTECHNOLOGY,2000,,,,,,152017
11640,GSM TELECOM PRODUCTS,NORWAY,TELECOMS,2013,,13,51,HTTPS://WWW.GSMTOWERS.COM/,,289823
11641,GSP CROP SCIENCE,INDIA,AGRO CHEMICALS,1985,,,,,,130697
11642,GSP POWER PROJECTS,INDIA,ELECTRONICS MANUFACTURING,1995,,,,,,26469
11643,GSPALVELUTO 14099798,,,,,,,,,
11644,GSPANN TECHNOLOGIES,UNITED STATES USA,IT SERVICES CONSULTING,2004,,,365,,,435828
11645,GSRTC,INDIA,URBAN TRANSPORT,1960,,,,,,
11646,GSS INFOTECH,INDIA,IT SERVICES CONSULTING,1999,170000000,,745,,MR MAHENDRA KUMAR PATODIA,14412
11647,GSW IMMOBILIEN AG,GERMANY,REAL ESTATE,1924,8561000000,378000000,329,HTTPS://WWW.DEUTSCHE-WOHNEN.COM/GSW/,,63107
11648,GSX TECHEDU,CHINA,,,12340000000,1030000,,HTTPS://WWW.BAIJIA.COM/,,277875
11649,GT COMPANY,FRANCE,TECHNOLOGY,2013,,1,2,HTTPS://WWW.GTCOMPANY.FR,,536826
11650,GTI ENERGY,AUSTRALIA,URANIUM ENERGY MINING,,13630000,,,,MR WILLIAM L YDE III,390034
11651,GTL,INDIA,HARDWARE NETWORKING,1987,170000000,236,714,HTTPS://WWW.GTPL.NET/,,300549
11652,GTL INFRASTRUCTURE,INDIA,TELECOMMUNICATION INFRASTRUCTURE,2004,180000000,,,,,300549
11653,GTOG INTERNATIONAL,SOUTH KOREA,SALES MARKETING,2016,,35,25,HTTPS://WWW.GOODTOGREAT.CO.KR/,,164032
11654,GTPL BROADBAND,INDIA,TELECOM,2006,,,,,,146174
11655,GTPL HATHWAY,INDIA,MEDIA ENTERTAINMENT,2006,180000000,,,,,271503
11656,GTPROJECT S R L,ITALY,TRASPORTI LOGISTICA,,,,7247,,,119493
11657,GUACCI SPA,ITALY,WHOLESALE TRADE,1946,,,,,,118674
11658,GUALA CLOSURES SPA,ITALY,MANUFACTURING,1965,,,,,,206192
11659,GUANAJUATO SILVER COMPANY LTD,CANADA,,,,,,,MR JAMES E ANDERSON B A BA BFA,306252
11660,GUANFU HOLDING,CHINA,UTILITIES,,1544000000,1369000,1097,HTTP://WWW.GUANFU.COM/,MR GRAEME WHICKMAN M A I C D,235850
11661,GUANGDONG CREATE CENTURY INTELLIGENT EQUIPMENT GROUP CORP LTD,CHINA,,,3473000000,6427000,2356,HTTP://GED.COM.CN/CN,,226212
11662,GUANGDONG DEVELOPMENT,,BANK,,,,,,,211649
11663,GUANGDONG DONGFANG PRECISION SCIENCE TECHNOLOGY,CHINA,,,1319000000,,,HTTPS://WWW.DF-GLOBAL.CN/,,329541
11664,GUANGDONG GOWORLD,CHINA,PAPER AND PULP,1998,925000000,14000000000,33557,HTTP://WWW.GD-GOWORLD.COM/,HUA XUE,241249
11665,GUANGDONG HOSHION ALUMINIUM,CHINA,,,905000000,412000000,929,HTTP://WWW.HOSHION.COM/EN/,,65668
11666,GUANGDONG HYBRIBIO BIOTECH CO LTD,HONG KONG,,1988,9284000000,3788000,2356,HTTP://WWW.GDI.COM.HK,,226212
11667,GUANGDONG LYRIC ROBOT AUTOMATION CO LTD,CHINA,CONSTRUCTION MATERIALS,,1004000000,205000000,,HTTP://WWW.GDSDEJ.COM/,,329541
11668,GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT,CHINA,,,2461000000,770000000,,HTTP://WWW.VANWARD.CC/,,234580
11669,GUANGDONG WENCAN DIE CASTING,CHINA,,1994,1382000000,2170000000,28786,HTTP://WWW.WENCAN.COM/EN/,,170658
11670,GUANGXI GUIGUAN ELECTRIC POWERCO,CHINA,,1992,7485000000,1224000000,3673,HTTPS://WWW.LIUGONG.COM/EN,,335003
11671,GUANGZHOU AUTOMOBILE GROUP,CHINA,CONSUMER DURABLES,1955,23822000000,11012000,94856,HTTPS://WWW.GAC-MOTOR.COM,XING YA FENG,331341
11672,GUANGZHOU GREAT POWER ENERGY AND TECHNOLOGY CO LTD,CHINA,INDUSTRIES,,2758000000,,7846,HTTP://WWW.GREATPOWER.NET/,,299848
11673,GUANGZHOU KINGMED DIAGNOSTICS GROUP,CHINA,CONSTRUCTION,1994,7058000000,1738000,10714,HTTP://WWW.KINGMED.COM.CN/,LI ZHANG,352291
11674,GUANGZHOU SHANGPIN HOME COLLECTION,CHINA,VIDEO GAMES ENTERTAINMENT,2005,1636000000,1064000,4020,HTTP://WWW.SPZP.COM/,,541872
11675,GUANGZHOU ZHUJIANG BREWERY GROUP,INDIA,BEVERAGES,1985,,,,,,71647
11676,GUARANI,FRANCE,TECHNOLOGY,2010,,7,120,HTTPS://WWW.GUARANI.FR,,265960
11677,GUARANTY BANCSHARES,USA,BANKS FICIAL SERVICES,2013,410000000,373000000,1373,HTTPS://GUARDANTHEALTH.COM/,,24600
11678,GUARANTY TRUST BANK,GERIA,BANKS FICIAL SERVICES,,1430000000,,,,,24600
11679,GUARARAPES CONFECCOES SA,BRAZIL,,,,,39100,,,329337
11680,GUARD THERAPEUTICS INTERNATIONAL AB,SWEDEN,,,,,3,,,155078
11681,GUARDANT HEALTH INC,UNITED STATES,,,,,1373,,DR HELMY ELTOUKHY PH D,25154
11682,GUARDFORCE AI,SINGAPORE,ROBOTICS TECH,,12040000,,,,,
11683,GUARDIAN CAPITAL GROUP LIMITED,CANADA,,,,,600,,MR GEORGE MAVROUDIS CFP FCPA CA CFP,245834
11684,GUARDIAN HEALTHCARE SERVICES,INDIA,FITNESS WELLNESS,2016,,,,,,258375
11685,GUARDIAN INDIA,UNITED KINGDOM UK,IT SERVICES CONSULTING,1860,,,,,,425353
11686,GUBERNIJA,IAULIAI,BREWERS,1665,,,,,,194206
11687,GUBIN COAL MINE,GUBIN,COAL,1955,,,,,,476841
11688,GUBRE FABRIKALARI T A S,TURKEY,,1952,2085999999,593000000,1569,HTTPS://WWW.BAGFAS.COM.TR/,,63378
11689,GUCCI,FLORENCE,CLOTHING ACCESSORIES,1921,1130000000,2670000000,12500,,,489136
11690,GUCCIO GUCCI SPA,ITALY,MANUFACTURING,1939,,,,,,489136
